[0.000000] (-) TimerEvent: {}
[0.000577] (-) JobUnselected: {'identifier': 'adi_driver'}
[0.000756] (-) JobUnselected: {'identifier': 'amathutils_lib'}
[0.000955] (-) JobUnselected: {'identifier': 'as'}
[0.001030] (-) JobUnselected: {'identifier': 'astar_search'}
[0.001094] (-) JobUnselected: {'identifier': 'autoware_bag_tools'}
[0.001709] (-) JobUnselected: {'identifier': 'autoware_build_flags'}
[0.001816] (-) JobUnselected: {'identifier': 'autoware_camera_lidar_calibrator'}
[0.001906] (-) JobUnselected: {'identifier': 'autoware_can_msgs'}
[0.001924] (-) JobUnselected: {'identifier': 'autoware_config_msgs'}
[0.001939] (-) JobUnselected: {'identifier': 'autoware_connector'}
[0.001954] (-) JobUnselected: {'identifier': 'autoware_driveworks_gmsl_interface'}
[0.001968] (-) JobUnselected: {'identifier': 'autoware_driveworks_interface'}
[0.001982] (-) JobUnselected: {'identifier': 'autoware_external_msgs'}
[0.001996] (-) JobUnselected: {'identifier': 'autoware_health_checker'}
[0.002010] (-) JobUnselected: {'identifier': 'autoware_lanelet2_msgs'}
[0.002024] (-) JobUnselected: {'identifier': 'autoware_launcher'}
[0.002037] (-) JobUnselected: {'identifier': 'autoware_launcher_rviz'}
[0.002050] (-) JobUnselected: {'identifier': 'autoware_map_msgs'}
[0.002064] (-) JobUnselected: {'identifier': 'autoware_msgs'}
[0.002077] (-) JobUnselected: {'identifier': 'autoware_pointgrey_drivers'}
[0.002091] (-) JobUnselected: {'identifier': 'autoware_quickstart_examples'}
[0.002110] (-) JobUnselected: {'identifier': 'autoware_rviz_plugins'}
[0.002124] (-) JobUnselected: {'identifier': 'autoware_system_msgs'}
[0.002137] (-) JobUnselected: {'identifier': 'calibration_publisher'}
[0.002150] (-) JobUnselected: {'identifier': 'carla_autoware_bridge'}
[0.002163] (-) JobUnselected: {'identifier': 'citysim'}
[0.002177] (-) JobUnselected: {'identifier': 'costmap_generator'}
[0.002190] (-) JobUnselected: {'identifier': 'custom_msgs'}
[0.002203] (-) JobUnselected: {'identifier': 'data_preprocessor'}
[0.002217] (-) JobUnselected: {'identifier': 'decision_maker'}
[0.002230] (-) JobUnselected: {'identifier': 'decision_maker_panel'}
[0.002244] (-) JobUnselected: {'identifier': 'detected_objects_visualizer'}
[0.002257] (-) JobUnselected: {'identifier': 'dp_planner'}
[0.002270] (-) JobUnselected: {'identifier': 'ds4'}
[0.002284] (-) JobUnselected: {'identifier': 'ds4_driver'}
[0.002297] (-) JobUnselected: {'identifier': 'ds4_msgs'}
[0.002310] (-) JobUnselected: {'identifier': 'ekf_localizer'}
[0.002324] (-) JobUnselected: {'identifier': 'emergency_handler'}
[0.002337] (-) JobUnselected: {'identifier': 'fastvirtualscan'}
[0.002351] (-) JobUnselected: {'identifier': 'ff_waypoint_follower'}
[0.002364] (-) JobUnselected: {'identifier': 'freespace_planner'}
[0.002377] (-) JobUnselected: {'identifier': 'garmin'}
[0.002391] (-) JobUnselected: {'identifier': 'gazebo_camera_description'}
[0.002405] (-) JobUnselected: {'identifier': 'gazebo_imu_description'}
[0.002421] (-) JobUnselected: {'identifier': 'gazebo_world_description'}
[0.002435] (-) JobUnselected: {'identifier': 'glviewer'}
[0.002448] (-) JobUnselected: {'identifier': 'gnss'}
[0.002462] (-) JobUnselected: {'identifier': 'gnss_localizer'}
[0.002475] (-) JobUnselected: {'identifier': 'graph_tools'}
[0.002488] (-) JobUnselected: {'identifier': 'hokuyo'}
[0.002502] (-) JobUnselected: {'identifier': 'image_processor'}
[0.002515] (-) JobUnselected: {'identifier': 'imm_ukf_pda_track'}
[0.002528] (-) JobUnselected: {'identifier': 'integrated_viewer'}
[0.002542] (-) JobUnselected: {'identifier': 'javad_navsat_driver'}
[0.002555] (-) JobUnselected: {'identifier': 'kitti_box_publisher'}
[0.002568] (-) JobUnselected: {'identifier': 'kitti_launch'}
[0.002581] (-) JobUnselected: {'identifier': 'kitti_player'}
[0.002594] (-) JobUnselected: {'identifier': 'kvaser'}
[0.002608] (-) JobUnselected: {'identifier': 'lane_planner'}
[0.002621] (-) JobUnselected: {'identifier': 'lanelet2_extension'}
[0.002634] (-) JobUnselected: {'identifier': 'lanelet_aisan_converter'}
[0.002649] (-) JobUnselected: {'identifier': 'lattice_planner'}
[0.002694] (-) JobUnselected: {'identifier': 'lgsvl_simulator_bridge'}
[0.002708] (-) JobUnselected: {'identifier': 'libvectormap'}
[0.002722] (-) JobUnselected: {'identifier': 'libwaypoint_follower'}
[0.002735] (-) JobUnselected: {'identifier': 'lidar_apollo_cnn_seg_detect'}
[0.002749] (-) JobUnselected: {'identifier': 'lidar_euclidean_cluster_detect'}
[0.002762] (-) JobUnselected: {'identifier': 'lidar_fake_perception'}
[0.002776] (-) JobUnselected: {'identifier': 'lidar_kf_contour_track'}
[0.002789] (-) JobUnselected: {'identifier': 'lidar_localizer'}
[0.002802] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.002815] (-) JobUnselected: {'identifier': 'lidar_point_pillars'}
[0.002829] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.002842] (-) JobUnselected: {'identifier': 'log_tools'}
[0.002856] (-) JobUnselected: {'identifier': 'map_file'}
[0.002869] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.002882] (-) JobUnselected: {'identifier': 'map_tools'}
[0.002896] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.002909] (-) JobUnselected: {'identifier': 'memsic_imu'}
[0.002922] (-) JobUnselected: {'identifier': 'microstrain_driver'}
[0.002936] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.002949] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.002962] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.002975] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.002988] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.003006] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.003019] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.003032] (-) JobUnselected: {'identifier': 'nmea_navsat'}
[0.003046] (-) JobUnselected: {'identifier': 'obj_db'}
[0.003059] (-) JobUnselected: {'identifier': 'object_map'}
[0.003072] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.003085] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.003099] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.003112] (-) JobUnselected: {'identifier': 'op_planner'}
[0.003125] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.003138] (-) JobUnselected: {'identifier': 'op_simu'}
[0.003152] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.003165] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.003178] (-) JobUnselected: {'identifier': 'op_utility'}
[0.003191] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.003204] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.003217] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.003231] (-) JobUnselected: {'identifier': 'points2image'}
[0.003244] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.003257] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.003270] (-) JobUnselected: {'identifier': 'pos_db'}
[0.003286] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.003302] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.003316] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.003329] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.003342] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.003356] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.003369] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.003382] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.003395] (-) JobUnselected: {'identifier': 'sick_ldmrs_description'}
[0.003409] (-) JobUnselected: {'identifier': 'sick_ldmrs_driver'}
[0.003422] (-) JobUnselected: {'identifier': 'sick_ldmrs_laser'}
[0.003435] (-) JobUnselected: {'identifier': 'sick_ldmrs_msgs'}
[0.003448] (-) JobUnselected: {'identifier': 'sick_ldmrs_tools'}
[0.003463] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.003478] (-) JobUnselected: {'identifier': 'sound_player'}
[0.003491] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.003504] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.003518] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.003531] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.003544] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.003585] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.003599] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.003612] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.003626] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.003639] (-) JobUnselected: {'identifier': 'vectacam'}
[0.003652] (-) JobUnselected: {'identifier': 'vector_map'}
[0.003665] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.003679] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.003692] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.003705] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.003718] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.003731] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.003744] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.003757] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.003771] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.003784] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.003797] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.003810] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.003823] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.003836] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.003849] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.003862] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.003875] (-) JobUnselected: {'identifier': 'way_planner'}
[0.003889] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.003902] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.003915] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.003928] (-) JobUnselected: {'identifier': 'ymc'}
[0.003943] (waypoint_planner) JobQueued: {'identifier': 'waypoint_planner', 'dependencies': OrderedDict([('autoware_build_flags', '/home/autoware/Autoware/install/autoware_build_flags'), ('autoware_config_msgs', '/home/autoware/Autoware/install/autoware_config_msgs'), ('autoware_lanelet2_msgs', '/home/autoware/Autoware/install/autoware_lanelet2_msgs'), ('autoware_msgs', '/home/autoware/Autoware/install/autoware_msgs'), ('autoware_system_msgs', '/home/autoware/Autoware/install/autoware_system_msgs'), ('ros_observer', '/home/autoware/Autoware/install/ros_observer'), ('vector_map_msgs', '/home/autoware/Autoware/install/vector_map_msgs'), ('amathutils_lib', '/home/autoware/Autoware/install/amathutils_lib'), ('astar_search', '/home/autoware/Autoware/install/astar_search'), ('autoware_health_checker', '/home/autoware/Autoware/install/autoware_health_checker'), ('vector_map', '/home/autoware/Autoware/install/vector_map'), ('lanelet2_extension', '/home/autoware/Autoware/install/lanelet2_extension'), ('libwaypoint_follower', '/home/autoware/Autoware/install/libwaypoint_follower')])}
[0.003973] (waypoint_planner) JobStarted: {'identifier': 'waypoint_planner'}
[0.099451] (-) TimerEvent: {}
[0.199844] (-) TimerEvent: {}
[0.300213] (-) TimerEvent: {}
[0.400439] (-) TimerEvent: {}
[0.420015] (waypoint_planner) JobProgress: {'identifier': 'waypoint_planner', 'progress': 'cmake'}
[0.422411] (waypoint_planner) JobProgress: {'identifier': 'waypoint_planner', 'progress': 'build'}
